Name	Sets	ImageFile	Cost	Damage	Momentum	Type	Target	Traits	Wrestler Logo	Game Text
Don Callis Family 	AEW	DonCallisFamily.jpg	N/A	N/A	3	Faction			Don Callis Family, Don Callis 	Flip - Choose up to three cards from your discard. Tuck one, put one beneath your draw deck, put one in your hand. Don Callis - Pick a fourth card, and any of the three modes. 
Double Hand Chop	AEW	DoubleHandChop.jpg	1	2	3	Strike	T	Chop		Relentless, Focus Attack 
Double Leg Takedown	AEW	DoubleLegTakedown.jpg	5	3	3	Grapple	L	Set-up		Relentless. Enters - You may discard a card. If you do, you may play a maneuver from your discard. If that card is reversed, put it beneath your draw deck. 
Educated Feet 	AEW	EducatedFeet.jpg	6	0	3	Action				Ongoing - Your Kicks are +2D. Tie-Up Enters - Give a Kick in your Market Sudden this turn, if you can't draw a card. Recovery Enters - Put up to two Kicks from your discard beneath your draw deck then gain 1 Stamina for each Kick in your ring.
Elevated	AEW	Elevated.jpg	5	0	3	Action			Will Ospreay	Hidden  Enters - You may look at the top four cards of your Purchase Deck and Tuck any of them. Put the rest back in any order.  Turned - Play the top card of your Purchase Deck face down. If it's reversed, Tuck it. 
Enough of this Gay Banter	AEW	EnoughOfThisGayBanter.jpg	4	0	2	Response				Reverse any Action. Enters - You may put a non-maneuver card from your discard beneath your Purchase Deck. If you do, gain Stamina equal to it's Momentum. 
Fake Handshake	AEW	FakeHandshake.jpg	0	1	2	Grapple	A			Cunning Attack 
Fall-Away Slam	AEW	FallAwaySlam.jpg	5	8	8	Grapple	T	Slam		Enters - If you have a Strike in your ring put up to two cards from your discard beneath your draw deck, if you have a Submission in your ring Stun Opponent then Scout. 
Father	AEW	Father.jpg	0	0	1	Action				Enters - Look at the top two cards of your Draw deck. Put one in your hand, discard the rest.  The Patriarchy - You may look at an additional card. Christian Cage - You may look at an additional card.  The Patriarch - You may look at an additional card. 
Fatigue	AEW	Fatigue.jpg	2	0	2	Action				Enters - Put two -1M counters on a non-persona card in Opponent's Ring. If that card has 0M, put it into opponent's discard pile. 
Feeling Refreshed	AEW	FeelingRefreshed.jpg	1	0	2	Action				Enters - Uncommit a card in your ring and gain 1 Stamina. 
Feign	AEW	Feign.jpg	6	0	3	Strike	-			Enters - Create a Sucker Punch token in your Market. Ongoing - Punches in your Market have Echo. 
Fisherman's Suplex 	AEW	FishermansSuplex.jpg	9	7	7	Grapple	T	Suplex		Enters - Choose up to one card from each Market. Tuck those cards. 
Focused Submissionist 	AEW	FocusedSubmissionist.jpg	6	0	3	Action				Tie-Up Enters - Play a Submission from hand or discard. If played from hand it gains Focus Attack. If reversed being played from discard, put it beneath your draw deck. 
Forearm Shot	AEW	ForearmShot.jpg	0	3	1	Strike	H			
Forethought	AEW	Forethought.jpg	0	0	1	Action				Uses 3. Action - Commit and remove a Use Counter: Scout
Friend of the Shadows	AEW	FriendOfTheShadows.jpg	3	0	1	Action				Hidden. Ongoing - Your face down cards have Permanent 
Generous	AEW	Generous.jpg	5	0	2	Action				Sudden. Enters - Each player draws three cards and gains 3 Stamina.   The Patriarchy - Has Relentless. 
Go For a Cheap Pop	AEW	GoForACheapPop.jpg	1	0	0	Action				Uses 4. Special - This is +1M for each Use Counter on it and when this becomes committed for any reason remove a Use Counter. 
Grit and Determination 	AEW	GritAndDetermination.jpg	10	0	3	Response				Resilient. Reverse any maneuver of 8D or more. Enters - Attempt to Rally The Crowd. 
Hangman	AEW	Hangman.jpg	N/A	N/A	2	Call Name			Hangman	Your Starting Draw Deck may contain one copy of the card Running Lariat and up to 3 cost of other cards. 
Headbutt	AEW	Headbutt.jpg	2	4	4	Strike	H			Enters - Create a 4C Brain Fog token in Opponent's Market.   Boxer - This gains the Punch trait. 
Headhunter	AEW	Headhunter.jpg	5	0	2	Action				Permanent. Ongoing - Your maneuvers with T:H are +1D.
Hidden Blade	AEW	HiddenBlade.jpg	15	11	11	Strike	H		Will Ospreay	Finisher, Hidden, Stealth Attack. Ongoing - Your cards have Hidden. 
Hold Onto the Ropes	AEW	HoldOntoTheRopes.jpg	6	0	4	Response				Rope Break, Resilient. Reverse any Submission, or Reverse any maneuver if you pay Momentum equal to its cost. 
I Am Your Father	AEW	IAmYourFather.jpg	4	0	3	Action			The Patriarchy, Christian Cage	Ongoing - Your maneuvers played from outside your hand have Cunning Attack.  Enters - You may Attempt to Draw Heat.  Christian Cage Enters - Non-Maneuver cards in your Market gain Sudden this turn (this only gives this to cards currently in your Market)
I Think That Just Made Him Mad	AEW	IThinkThatJustMadeHimMad.jpg	6	0	10	Response				Resilient. This card can not be played. 
Inspirational	AEW	Inspirational.jpg	10	0	5	Action				Permanent, Resilient. Ongoing - Your Hand is +1.  The Patriarchy - When this is discarded, draw a card. 
Inspired	AEW	Inspired.jpg	0	0	1	Boon				Ongoing - Your Hand is +1.
Iron	AEW	Iron.jpg	N/A	N/A	3	Call Name		Boxer	Iron	Your starting draw deck may contain up to 4 cost of Punches and 3 cost of any other cards. 
Joe is Gonna Kill You	AEW	JoeIsGonnaKillYou.jpg	5	0	2	Action			Samoa Joe 	Ready Enters - Draw two cards. Recovery Enters - You may tuck a  card from your discard. If you do search your Purchase Deck for a card that shares a type with the tucked card and put it in your Market. If you don't, your Hand is +2 this turn. 
Kazuchika Okada	AEW	KazuchikaOkadaWrestler.jpg	N/A	N/A	8	Wrestler			Kazuchika Okada	None, isn't the Momentum enough? 
Kenny Omega	AEW	KennyOmegaManager.jpg	N/A	N/A	3	Manager			Kenny Omega	Ready Action - Commit : Tuck a card from your hand draw two cards
Kick His Fucking Head In 	AEW	KickHisFuckingHeadIn.jpg	13	6	6	Maneuver			Blackpool Combat Club	Finisher, Power Attack, Focus Attack. This has all maneuver types and all Targets.
Kickboxing Jab Combo	AEW	KickboxingJabCombo.jpg	2	2	2	Strike	H	Punch		Enters - Stun opponent then Attempt to Front Kick them. 
Knife Edge Chop	AEW	KnifeEdgeChop.jpg	0	3	1	Strike	T	Chop		Relentless, Permanent 
Lariat	AEW	Lariat.jpg	2	6	6	Strike	T	Lariat		Enters - Stun opponent. 
Last Supper	AEW	LastSupper.jpg	13	5	5	Grapple	T			Can Reverse any card if it is at least the second card played consecutively. Enters - Try to Pin opponent 
Lateral Press	AEW	LateralPress.jpg	7	1	2	Grapple	T	Set-up		Enters - Try to Pin opponent 
Lead Hook	AEW	LeadHook.jpg	0	2	2	Strike	H	Punch		Ongoing - Your Punches are -1C. Iron Enters - This gains Permanent this turn. 
Learning Moment	AEW	LearningMoment.jpg	5	0	5	Response				Resilient, Relentless Reverse any maneuver of 4C or less. Special - Can't be played from hand and if this would be put into your Discard from your Ring, put it beneath your draw deck instead. 
Lights Out	AEW	LightsOut.jpg	12	0	2	Action				Ongoing - Your Punches have Sudden and +2M.
Locked Out 	AEW	LockedOut.jpg	3	0	2	Action				Ongoing - Choose a card in opponent's market. They can't purchase that card. 
Loved	AEW	Loved.jpg	7	0	2	Action				Relentless. Enters - Opponent Commits a card in their ring and tucks a card from their discard.  Christian Cage - Gain Stamina equal to the Momentum of the committed card.  Patriarch - You may Purchase a card with cost equal to or less than the Momentum of the Tucked card. 
Low Effort Kick	AEW	LowEffortKick.jpg	2(Sloth)	2	6	Strike	L			Enters - Opponent discards a card.  Staggered - They discard two instead. 
Maintain Hold	AEW	MaintainHold.jpg	7	0	2	Action				Follow-Up - Enters - When played after a Submission Choose one: Attempt the Submission this followed or Try to Submit Opponent using the Followed Submission
Man Can't Breath Can't Fight	AEW	ManCantBreathCantFight.jpg	5	0	2	Action				Permanent. Ongoing - Your maneuvers with T:T are +1D.
Man Can't Stand, Can't Fight	AEW	ManCantStandCantFight.jpg	5	0	2	Action				Permanent. Ongoing - Your maneuvers with T:L are +1D.
Maximum Effort 	AEW	MaximumEffort.jpg	4	0	3	Action				Enters - Play a maneuver from hand. It's Enters abilities trigger an additional time.
Maxwell Jacob Friedman	AEW	MaxwellJacobFriedmanWrestler.jpg	N/A	N/A	4	Wrestler			MJF	Ongoing - Your Hand is +1.
Mike Tyson	AEW	MikeTysonManager.jpg	N/A	N/A	3	Manager		Boxer	Mike Tyson	Tie-Up Action - Attempt to Punch opponent, it gains "Enters - Stun opponent then Scout"
Mike Tyson	AEW	MikeTysonWrestler.jpg	N/A	N/A	5	Wrestler		Boxer	Mike Tyson	Tie-Up Action - Commit: Play a Punch with cost 5 or less from your Hand, Market, or Discard. It gets +2D and "Enters - Stun opponent then Scout".
Mongolian Chop	AEW	MongolianChop.jpg	2	4	4	Strike		Chop		Sudden, Relentless
Muscle Buster	AEW	MuscleBuster.jpg	20*	14	14	Grapple	H		Samoa Joe 	*Costs half when played from a location other than your hand (like from being granted Sudden or Relentless, or any other effect that tells you to play by paying) 
Nope	AEW	Nope.jpg	5	0	4	Response			Samoa Joe 	Reverse any maneuver or action. Ignore any additional costs to play this reversal (this ignores Finisher and any Toll, etc...) 
Ogogo Reversal	AEW	OgogoReversal.jpg	5	2	3	Response			Anthony Ogogo	Reverse any maneuver. Enters - You may play a Punch from your Discard or Market with cost less than our equal to the cost of the reversed card. 
Olympic Bronze Boxer	AEW	OlympicBronzeBoxer.jpg	8	0	4	Action			Anthony Ogogo	Ongoing - Your Punches have Sudden. 
Open Hand Chop	AEW	OpenHandChop.jpg	0	2	2	Strike	T	Chop		Relentless. Enters - Stun opponent. 
Orange Cassidy	AEW	OrangeCassidyWrestler.jpg	N/A	N/A	4/6	Wrestler			Orange Cassidy	Front: (Sloth) Ready Action - Commit: Reveal cards from your draw deck until you reveal a (Sloth) card, put it into your hand. Discard the rest, if none are found just shuffle your draw deck. // Staggered: Flip // Back: (Sloth) Ongoing - Your maneuvers are +1D for each (Sloth) card in your ring. 
Patriarch	AEW	Patriarch.jpg	N/A	N/A		Call Name			Patriarch	Your Starting deck may contain one copy of the following cards: Devoted, Sacrificing, Respected, and Compassionate. 
Payback Chop	AEW	PaybackChop.jpg	0	2	3	Strike	T			Retaliate - +3D
Persistent Chop	AEW	PersistentChop.jpg	2	3	3	Strike	T	Chop		Resilient, Relentless 
Powerbomb	AEW	Powerbomb.jpg	9	10	10	Grapple	T	Slam		Enters - Create a Winded token in your opponent's ring and a Beast token in your ring. Choose one of those to gain Permanent this turn.
Powerful Grappler	AEW	PowerfulGrappler.jpg	6	0	3	Action				Tie-Up Enters - Play a Grapple from hand or discard. If played from hand it gains Power Attack. If reversed being played from discard, put it beneath your draw deck. 
Powerhouse	AEW	Powerhouse.jpg	N/A	N/A	3	Call Name			Powerhouse	Your maneuvers with no printed abilities are -2C. 
Punch	AEW	Punch.jpg	0	1	3	Strike	H	Punch		
Rainmaker	AEW	Rainmaker.jpg	16	12	12	Strike	H	Lariat	Kazuchika Okada 	Enters - You may shuffle your Discard, Market, and Purchase Deck into your Draw Deck. If you don't, your Hand, Hold, and Market are all +2 this turn. 
Rainmaker Pose	AEW	RainmakerPose.jpg	8	0	3	Action			Kazuchika Okada 	Enters - Pay X Momentum to look at the top X cards of your Draw Deck, you may Tuck any number of those cards.  Special - If this would be put into your Discard from anywhere shuffle it into your Draw Deck instead. 
Rally the Crowd 	AEW	RallyTheCrowd.jpg	1	0	2	Action				Permanent, Sturdy
Ready Up	AEW	ReadyUp.jpg	1	0	2	Action				Sudden. Enters - Uncommit a card
Rear Hook	AEW	RearHook.jpg	1	3	4	Strike	H	Punch		Combo Attack
Rear Naked Choke	AEW	RearNakedChoke.jpg	12	8	8	Submission	H			Enters - Try to Submit Opponent 
Repeated Disrespect	AEW	RepeatedDisrespect.jpg	2	2	2	Strike	H			Hidden. Turned - Put a charge counter on this, turn it face down again. This gains Permanent this turn.  Special - This is +1C/+1D for each counter on this. 
Repose	AEW	Repose.jpg	5	0	3	Response				Hidden. Reverse any Strike. If played from Ring, reverse any maneuver
Respected	AEW	Respected.jpg	3	0		Action				Ongoing - Your cards played from outside your hand gain Pressing
Ripcord	AEW	Ripcord.jpg	4	0	2	Grapple		Set-up		Enters - Choose one: Play a maneuver from your Market by paying for it. If it's reversed, Tuck it. OR Attempt to Lariat opponent 
Roll Up	AEW	RollUp.jpg	9	2	3	Grapple	T			Follow-Up - Try to Pin opponent
Ruby Soho	AEW	RubySohoManager.jpg	N/A	N/A	3	Manager			Ruby Soho, Angelo Parker	Angelo Parker - Your Starting Hand is +1 (this does not effect your hands after your opening hand). Action - Commit : Attempt to Get a Pop, it gains "Enters - Choose one : Gain 2 Stamina or Scout."
Ruby Soho	AEW	RubySohoWrestler.jpg	N/A	N/A	4	Wrestler			Ruby Soho	Action - Commit : Attempt to Get a Pop, it gains "Enters - Gain 2 Stamina and Scout".  Ongoing - Your Tokens are +1M.
Running Boot	AEW	RunningBoot.jpg	4	9	9	Strike	H	High Risk, Kick		
Running Lariat	AEW	RunningLariat.jpg	4	5	5	Strike	T			Enters - Stun opponent. Hangman Enters - Scout
Sacrificing	AEW	Sacrificing.jpg	2	0	3	Action				Enters - Put a card from your ring into your Discard. Each player loses Stamina equal to its Momentum, you may also Tuck cards from your discard equal to its cost. 
Samoa Joe	AEW	SamoaJoeWrestler.jpg	N/A	N/A	5	Wrestler			Samoa Joe 	Tie-Up Action - Commit and discard a card : Give a card in your Market Sudden this turn. 
Samoan Drop	AEW	SamoanDrop.jpg	3	6	6	Grapple	T			This is +1D for each maneuver type in your ring (Strike, Grapple, Submission) 
Samoan Submission Machine	AEW	SamoanSubmissionMachine.jpg	N/A	N/A	2	Call Name			Samoan Submission Machine	Your Starting Draw Deck may include one copy of the card Sleeper and up to 3 cost worth of other cards. 
School Boy	AEW	SchoolBoy.jpg	11	3	3	Grapple	T			Can Reverse any maneuver with an Enters ability. Enters - Try to Pin opponent. 
Scorpion Deathlock	AEW	ScorpionDeathlock.jpg	10	10	10	Submission	L			Focus Attack
Seize the Initiative	AEW	SeizeTheInitiative.jpg	4	0	3	Response				Reverse any Action or Strike
Selfless	AEW	Selfless.jpg	8	0	4	Action				Ongoing - Opponent's Hand, Hold, and Market are all +1.  Enters - Draw three cards and gain 3 Stamina. 
Shake It Off 	AEW	ShakeItOff.jpg	2	0	2	Action				Ongoing - Choose a card in opponent's ring. That card loses all abilities. 
Shoulder Capture Suplex	AEW	ShoulderCaptureSuplex.jpg	8	6	4	Grapple		Suplex		Can Reverse any Kick
Shut the Fuck Up	AEW	ShutTheFuckUp.jpg	3	0	2	Response				Permanent, Relentless. Reverse any Action. 
Side Kick	AEW	SideKick.jpg	2	6	6	Strike	T	Kick		
Skilled Boxer	AEW	SkilledBoxer.jpg	3	0	2	Action				Enters - You may purchase a Punch from your Market.  Ongoing - Your Punches are -1C. 
Slip 	AEW	Slip.jpg	2	0	3	Response				Reverse any Strike. If it is a Punch, Lariat, or Kick, draw a card
Snap Dragon Suplex	AEW	SnapDragonSuplex.jpg	6	6	6	Grapple	H	Suplex		Sudden. Kenny Omega - Cost -2.
Snap Leg Kick	AEW	SnapLegKick.jpg	0	3	2	Strike	L	Kick		Ongoing - Your Kicks are -1C. Speedball Enters - This gains Permanent this turn. 
Sniper	AEW	Sniper.jpg	1	0	3	Action				Enters - Choose a Strike in your discard pile. If this is the Tie-Up phase and it has T:H you may play that card. Otherwise put it beneath your draw deck and draw a card. 
Speedball	AEW	Speedball.jpg	N/A	N/A	3	Call Name			Speedball	Your Starting Draw Deck may contain up to 4 cost of Kicks, and 3 cost of other cards
Spit at Opponent 	AEW	SpitAtOpponent.jpg	4	0	2	Action				Cycling. Ready Enters - Opponent chooses one: Discard a Response or pay 4M and lose 4 Stamina
Spray Mist	AEW	SprayMist.jpg	4	0	3	Action				Hidden  Enters - Opponent discards a card.  Turned - Create a Blinded token in Opponent's Ring.
Steal the Mic	AEW	StealTheMic.jpg	2	0	1	Response				Sudden. Reverse any Action. Enters - Attempt to Anger the Crowd 
Sting	AEW	StingManager.jpg	N/A	N/A	3	Manager			Sting	Response - Commit, Pay 2M, and discard a card: Reduce the damage of a opponent's maneuver by the discarded Momentum.
Study the Tapes 	AEW	StudyTheTapes.jpg	3	0	2	Action				Permanent. Enters - Search your Purchase Deck for a Reversal card and put it in your Market. 
Stuff	AEW	Stuff.jpg	2	0	3	Response				Reverse any Grapple. If it's a Slam, Suplex, or Takedown draw a card
Styles Clash 	AEW	StylesClash.jpg	12	6	10	Grapple	T			Resilient 
Sucker Punch 	AEW	SuckerPunch.jpg	4	4	4	Strike	H	Punch		Sudden, Focus Attack
Sunglasses	AEW	Sunglasses.jpg	6(Sloth2)	0	4	Action		Item		(Sloth) Ready Enters - Draw three cards then discard a card.   Staggered - Your (Sloth) cards have Relentless. 
Suplex	AEW	Suplex.jpg	0	4	3	Grapple	T	Suplex		
Sweep	AEW	Sweep.jpg	4	2	3	Strike	L	Kick, Set-up		Enters - Play a High Risk from your discard by paying for it.   Capitalize - The High Risk may come from your Market. 
Swift Chop	AEW	SwiftChop.jpg	1	3	3	Strike	T	Chop		Sudden. Special - When this enters your Market it gains Echo this turn
T-Bone Suplex	AEW	TBoneSuplex.jpg	8	6	4	Grapple		Suplex		Can Reverse any Punch
Taekwondo Head Kick	AEW	TaekwondoHeadKick.jpg	5	4	4	Strike	H	Kick		Sudden, Permanent
Tarantula	AEW	Tarantula.jpg	2	5	5	Submission	-			Illegal, Rope Break, Resilient
Taz	AEW	TazWrestler.jpg	N/A	N/A	5	Wrestler			Taz	Tie-Up Action - Commit: Attempt to Suplex opponent. 
The 'Ol One-Two	AEW	TheOlOneTwo.jpg	3	5	5	Strike	H	Punch		Anthony Ogogo - -1C. Enters - Play a Punch from your Hand or Discard, if it costs 3 or less, it gains Combo Attack. 
The Baddest Man on the Planet	AEW	TheBaddestManOnThePlanet.jpg	N/A	N/A	2	Call Name		Boxer	Baddest Man on the Planet	Ongoing - Your Punches are +1M.  Your Starting Draw Deck may contain up to 3C of Punches. 
The Conglomeration	AEW	TheConglomeration.jpg	N/A	N/A	3	Faction			The Conglomeration	Flip - Pay XM. If X is 1 or more, draw a card. 3 or more gain 3 Stamina. If 5 or more you may Tuck any number of cards from your Market, refill your Market. If 7 or more put any number of cards from your discard beneath your draw deck and tuck any number of them. 
The Elite	AEW	TheElite.jpg	N/A	N/A	2	Faction			The Elite	Flip - Draw three cards. 
The Gov'na	AEW	TheGovna.jpg	N/A	N/A	2	Call Name		Boxer	The Gov'na	Ongoing - Your Punches are -1C.
The Patriarchy	AEW	ThePatriarchy.jpg	N/A	N/A	4	Faction			The Patriarchy	Flip - Choose a card in your Market to gain Sudden this turn, a card in your discard to gain Relentless this turn, Scout, then you may Attempt to Draw Heat. Christian Cage - You may pick an additional card from both your Market and Discard. 
The Rainmaker	AEW	TheRainmaker.jpg	N/A	N/A	6	Call Name			The Rainmaker	None, isn't the Momentum enough? 
The Rated-R Superstar	AEW	TheRatedRSuperstar.jpg	N/A	N/A	3	Call Name			The Rated-R Superstar	Your Starting Draw Deck may contain an additional copy of three 0C cards, and may contain up to 4 total cost in cards. 
The Young Bucks 	AEW	TheYoungBucksWrestler.jpg	N/A	N/A	4	Wrestler		Tag Team	The Young Bucks 	Ongoing - Your Market is +1.
Throw Money Around	AEW	ThrowMoneyAround.jpg	0	0	1	Action				Enters - Purchase a card, refill your Market. 
Timeless	AEW	Timeless.jpg	N/A	N/A	1	Call Name			Timeless	Your Starting Draw Deck may include up to 3 cost worth of Actions and 2 cost of any cards.
Torture Rack 	AEW	TortureRack.jpg	12	8	8	Submission	T			Ongoing - Opponent's Market is -2.
Trick Punch	AEW	TrickPunch.jpg	2	4	4	Strike	H	Punch		Has Echo and Sudden while you have A Punch in your ring
Until They Get Punched in the Face	AEW	UntilTheyGetPunchedInTheFace.jpg	8	1	3	Response		Punch		Reverse any Action. Special - You may Commit a Punch as an additional cost, if you do Reverse any card instead. Mike Tyson - Combo Attack
Vacant	AEW	VacantWrestler.jpg	N/A	N/A	3	Wrestler			Vacant	For your Kit choose one maneuver, one action, and one response regardless of wrestler logo. Those cards now have your logo. 
Versatile Striker	AEW	VersatileStriker.jpg	4	0	2	Action				Enters - Reveal cards from the top of your Draw Deck until you reveal a Strike, play that card. If you have a Grapple in your ring it gets +3D, if you have a Submission in your ring it gains "Enters - Stun opponent then Scout." 
Vertical Suplex	AEW	VerticalSuplex.jpg	6	6	6	Grapple	T	Suplex		Can Reverse any Suplex. 
Wild Thing	AEW	WildThing.jpg	N/A	N/A	1	Call Name			Wild Thing	Your Starting Draw Deck may include up to 3 cost worth of Maneuvers and 2 cost of any cards.
Will Hobbs	AEW	WillHobbsWrestler.jpg	N/A	N/A	4	Wrestler			Will Hobbs	Ongoing - Your maneuvers with no printed abilities gain 'Enters - Scout'. 
Will Ospreay	AEW	WillOspreayWrestler.jpg	N/A	N/A	5	Wrestler			Will Ospreay	Ongoing - Your face down cards have Hidden.   Tie-Up Action - Commit : Play a card from your hand face down (choose a maneuver type and a target, it's a 0/2/2)
Willow Nightingale	AEW	WillowNightingaleManager.jpg	N/A	N/A	2	Manager			Willow Nightingale 	Trigger - At the beginning of each Recovery Phase gain 2 Stamina. 
Winded	AEW	Winded.png	0	N/A	0	Injury				Ongoing - Your Hold is -1
Wise	AEW	Wise.jpg	9	0	4	Action				Permanent.  Ongoing - Your cards are -1C.  Christian Cage Enters - Attempt to Anger the Crowd. 
Word of the Day	AEW	WordOfTheDay.jpg	4	0	2	Action			The Conglomeration	Enters - Choose any number of cards from your discard and market. You may pay 1M for each card to Tuck that card. If cards from your discard are tucked this way draw a card and gain 2 Stamina. Then refill your Market. 
World's Most Dangerous Slam	AEW	WorldsMostDangerousSlam.jpg	18	16	16	Grapple	T	Slam	Will Hobbs	Ongoing - Your maneuvers with no printed abilities are +3D. Enters - You may have this gain Permanent this turn. 
